harpnum,timestamp,filename,goes_class
92,2010-07-28 12:00:00,hmi.sharp_cea_720s.92.20100728_120000_TAI.magnetogram.fits,0
92,2010-07-29 00:00:00,hmi.sharp_cea_720s.92.20100729_000000_TAI.magnetogram.fits,0
92,2010-07-29 12:00:00,hmi.sharp_cea_720s.92.20100729_120000_TAI.magnetogram.fits,0
92,2010-07-30 00:00:00,hmi.sharp_cea_720s.92.20100730_000000_TAI.magnetogram.fits,0
92,2010-07-30 12:00:00,hmi.sharp_cea_720s.92.20100730_120000_TAI.magnetogram.fits,0
92,2010-07-31 00:00:00,hmi.sharp_cea_720s.92.20100731_000000_TAI.magnetogram.fits,0
104,2010-07-29 00:00:00,hmi.sharp_cea_720s.104.20100729_000000_TAI.magnetogram.fits,0
104,2010-07-29 12:00:00,hmi.sharp_cea_720s.104.20100729_120000_TAI.magnetogram.fits,0
104,2010-07-30 00:00:00,hmi.sharp_cea_720s.104.20100730_000000_TAI.magnetogram.fits,0
104,2010-07-30 12:00:00,hmi.sharp_cea_720s.104.20100730_120000_TAI.magnetogram.fits,0
104,2010-07-31 00:00:00,hmi.sharp_cea_720s.104.20100731_000000_TAI.magnetogram.fits,0
104,2010-07-31 12:00:00,hmi.sharp_cea_720s.104.20100731_120000_TAI.magnetogram.fits,0
104,2010-08-01 00:00:00,hmi.sharp_cea_720s.104.20100801_000000_TAI.magnetogram.fits,0
104,2010-08-01 12:00:00,hmi.sharp_cea_720s.104.20100801_120000_TAI.magnetogram.fits,0
104,2010-08-02 00:00:00,hmi.sharp_cea_720s.104.20100802_000000_TAI.magnetogram.fits,0
104,2010-08-02 12:00:00,hmi.sharp_cea_720s.104.20100802_120000_TAI.magnetogram.fits,0
104,2010-08-03 00:00:00,hmi.sharp_cea_720s.104.20100803_000000_TAI.magnetogram.fits,0
104,2010-08-03 12:00:00,hmi.sharp_cea_720s.104.20100803_120000_TAI.magnetogram.fits,0
107,2010-08-05 00:00:00,hmi.sharp_cea_720s.107.20100805_000000_TAI.magnetogram.fits,0
107,2010-08-05 12:00:00,hmi.sharp_cea_720s.107.20100805_120000_TAI.magnetogram.fits,0
114,2010-08-09 00:00:00,hmi.sharp_cea_720s.114.20100809_000000_TAI.magnetogram.fits,0
115,2010-08-04 00:00:00,hmi.sharp_cea_720s.115.20100804_000000_TAI.magnetogram.fits,0
115,2010-08-04 12:00:00,hmi.sharp_cea_720s.115.20100804_120000_TAI.magnetogram.fits,0
115,2010-08-05 00:00:00,hmi.sharp_cea_720s.115.20100805_000000_TAI.magnetogram.fits,0
115,2010-08-05 12:00:00,hmi.sharp_cea_720s.115.20100805_120000_TAI.magnetogram.fits,0
115,2010-08-06 00:00:00,hmi.sharp_cea_720s.115.20100806_000000_TAI.magnetogram.fits,0
115,2010-08-06 12:00:00,hmi.sharp_cea_720s.115.20100806_120000_TAI.magnetogram.fits,0
115,2010-08-07 00:00:00,hmi.sharp_cea_720s.115.20100807_000000_TAI.magnetogram.fits,1
115,2010-08-07 12:00:00,hmi.sharp_cea_720s.115.20100807_120000_TAI.magnetogram.fits,1
115,2010-08-08 00:00:00,hmi.sharp_cea_720s.115.20100808_000000_TAI.magnetogram.fits,0
115,2010-08-08 12:00:00,hmi.sharp_cea_720s.115.20100808_120000_TAI.magnetogram.fits,0
115,2010-08-09 00:00:00,hmi.sharp_cea_720s.115.20100809_000000_TAI.magnetogram.fits,0
115,2010-08-09 12:00:00,hmi.sharp_cea_720s.115.20100809_120000_TAI.magnetogram.fits,0
115,2010-08-10 00:00:00,hmi.sharp_cea_720s.115.20100810_000000_TAI.magnetogram.fits,0
115,2010-08-10 12:00:00,hmi.sharp_cea_720s.115.20100810_120000_TAI.magnetogram.fits,0
115,2010-08-11 00:00:00,hmi.sharp_cea_720s.115.20100811_000000_TAI.magnetogram.fits,0
115,2010-08-11 12:00:00,hmi.sharp_cea_720s.115.20100811_120000_TAI.magnetogram.fits,0
115,2010-08-12 00:00:00,hmi.sharp_cea_720s.115.20100812_000000_TAI.magnetogram.fits,0
115,2010-08-12 12:00:00,hmi.sharp_cea_720s.115.20100812_120000_TAI.magnetogram.fits,0
115,2010-08-13 00:00:00,hmi.sharp_cea_720s.115.20100813_000000_TAI.magnetogram.fits,0
115,2010-08-13 12:00:00,hmi.sharp_cea_720s.115.20100813_120000_TAI.magnetogram.fits,0
115,2010-08-14 00:00:00,hmi.sharp_cea_720s.115.20100814_000000_TAI.magnetogram.fits,0
115,2010-08-14 12:00:00,hmi.sharp_cea_720s.115.20100814_120000_TAI.magnetogram.fits,0
115,2010-08-15 00:00:00,hmi.sharp_cea_720s.115.20100815_000000_TAI.magnetogram.fits,0
115,2010-08-15 12:00:00,hmi.sharp_cea_720s.115.20100815_120000_TAI.magnetogram.fits,0
115,2010-08-16 00:00:00,hmi.sharp_cea_720s.115.20100816_000000_TAI.magnetogram.fits,0
115,2010-08-16 12:00:00,hmi.sharp_cea_720s.115.20100816_120000_TAI.magnetogram.fits,0
115,2010-08-17 00:00:00,hmi.sharp_cea_720s.115.20100817_000000_TAI.magnetogram.fits,0
115,2010-08-17 12:00:00,hmi.sharp_cea_720s.115.20100817_120000_TAI.magnetogram.fits,0
115,2010-08-18 00:00:00,hmi.sharp_cea_720s.115.20100818_000000_TAI.magnetogram.fits,0
116,2010-08-10 00:00:00,hmi.sharp_cea_720s.116.20100810_000000_TAI.magnetogram.fits,0
128,2010-08-10 00:00:00,hmi.sharp_cea_720s.128.20100810_000000_TAI.magnetogram.fits,0
131,2010-08-11 00:00:00,hmi.sharp_cea_720s.131.20100811_000000_TAI.magnetogram.fits,0
131,2010-08-11 12:00:00,hmi.sharp_cea_720s.131.20100811_120000_TAI.magnetogram.fits,0
131,2010-08-12 00:00:00,hmi.sharp_cea_720s.131.20100812_000000_TAI.magnetogram.fits,0
131,2010-08-12 12:00:00,hmi.sharp_cea_720s.131.20100812_120000_TAI.magnetogram.fits,0
131,2010-08-13 00:00:00,hmi.sharp_cea_720s.131.20100813_000000_TAI.magnetogram.fits,0
131,2010-08-13 12:00:00,hmi.sharp_cea_720s.131.20100813_120000_TAI.magnetogram.fits,0
135,2010-08-18 00:00:00,hmi.sharp_cea_720s.135.20100818_000000_TAI.magnetogram.fits,0
135,2010-08-18 12:00:00,hmi.sharp_cea_720s.135.20100818_120000_TAI.magnetogram.fits,0
135,2010-08-19 00:00:00,hmi.sharp_cea_720s.135.20100819_000000_TAI.magnetogram.fits,0
135,2010-08-19 12:00:00,hmi.sharp_cea_720s.135.20100819_120000_TAI.magnetogram.fits,0
145,2010-08-26 00:00:00,hmi.sharp_cea_720s.145.20100826_000000_TAI.magnetogram.fits,0
145,2010-08-26 12:00:00,hmi.sharp_cea_720s.145.20100826_120000_TAI.magnetogram.fits,0
145,2010-08-27 00:00:00,hmi.sharp_cea_720s.145.20100827_000000_TAI.magnetogram.fits,0
145,2010-08-27 12:00:00,hmi.sharp_cea_720s.145.20100827_120000_TAI.magnetogram.fits,0
145,2010-08-28 00:00:00,hmi.sharp_cea_720s.145.20100828_000000_TAI.magnetogram.fits,0
146,2010-08-30 00:00:00,hmi.sharp_cea_720s.146.20100830_000000_TAI.magnetogram.fits,0
146,2010-08-30 12:00:00,hmi.sharp_cea_720s.146.20100830_120000_TAI.magnetogram.fits,0
146,2010-08-31 00:00:00,hmi.sharp_cea_720s.146.20100831_000000_TAI.magnetogram.fits,0
155,2010-09-04 00:00:00,hmi.sharp_cea_720s.155.20100904_000000_TAI.magnetogram.fits,0
156,2010-09-03 00:00:00,hmi.sharp_cea_720s.156.20100903_000000_TAI.magnetogram.fits,0
156,2010-09-03 12:00:00,hmi.sharp_cea_720s.156.20100903_120000_TAI.magnetogram.fits,0
156,2010-09-04 00:00:00,hmi.sharp_cea_720s.156.20100904_000000_TAI.magnetogram.fits,0
156,2010-09-04 12:00:00,hmi.sharp_cea_720s.156.20100904_120000_TAI.magnetogram.fits,0
156,2010-09-05 00:00:00,hmi.sharp_cea_720s.156.20100905_000000_TAI.magnetogram.fits,0
156,2010-09-05 12:00:00,hmi.sharp_cea_720s.156.20100905_120000_TAI.magnetogram.fits,0
156,2010-09-06 00:00:00,hmi.sharp_cea_720s.156.20100906_000000_TAI.magnetogram.fits,0
156,2010-09-06 12:00:00,hmi.sharp_cea_720s.156.20100906_120000_TAI.magnetogram.fits,0
156,2010-09-07 00:00:00,hmi.sharp_cea_720s.156.20100907_000000_TAI.magnetogram.fits,0
156,2010-09-07 12:00:00,hmi.sharp_cea_720s.156.20100907_120000_TAI.magnetogram.fits,0
156,2010-09-08 00:00:00,hmi.sharp_cea_720s.156.20100908_000000_TAI.magnetogram.fits,0
156,2010-09-08 12:00:00,hmi.sharp_cea_720s.156.20100908_120000_TAI.magnetogram.fits,0
156,2010-09-09 00:00:00,hmi.sharp_cea_720s.156.20100909_000000_TAI.magnetogram.fits,0
156,2010-09-09 12:00:00,hmi.sharp_cea_720s.156.20100909_120000_TAI.magnetogram.fits,0
156,2010-09-10 00:00:00,hmi.sharp_cea_720s.156.20100910_000000_TAI.magnetogram.fits,0
175,2010-09-10 00:00:00,hmi.sharp_cea_720s.175.20100910_000000_TAI.magnetogram.fits,0
175,2010-09-10 12:00:00,hmi.sharp_cea_720s.175.20100910_120000_TAI.magnetogram.fits,0
175,2010-09-11 00:00:00,hmi.sharp_cea_720s.175.20100911_000000_TAI.magnetogram.fits,0
175,2010-09-11 12:00:00,hmi.sharp_cea_720s.175.20100911_120000_TAI.magnetogram.fits,0
175,2010-09-12 00:00:00,hmi.sharp_cea_720s.175.20100912_000000_TAI.magnetogram.fits,0
175,2010-09-12 12:00:00,hmi.sharp_cea_720s.175.20100912_120000_TAI.magnetogram.fits,0
175,2010-09-13 00:00:00,hmi.sharp_cea_720s.175.20100913_000000_TAI.magnetogram.fits,0
175,2010-09-13 12:00:00,hmi.sharp_cea_720s.175.20100913_120000_TAI.magnetogram.fits,0
175,2010-09-14 00:00:00,hmi.sharp_cea_720s.175.20100914_000000_TAI.magnetogram.fits,0
175,2010-09-14 12:00:00,hmi.sharp_cea_720s.175.20100914_120000_TAI.magnetogram.fits,0
175,2010-09-15 00:00:00,hmi.sharp_cea_720s.175.20100915_000000_TAI.magnetogram.fits,0
175,2010-09-15 12:00:00,hmi.sharp_cea_720s.175.20100915_120000_TAI.magnetogram.fits,0
175,2010-09-16 00:00:00,hmi.sharp_cea_720s.175.20100916_000000_TAI.magnetogram.fits,0
175,2010-09-16 12:00:00,hmi.sharp_cea_720s.175.20100916_120000_TAI.magnetogram.fits,0
175,2010-09-17 00:00:00,hmi.sharp_cea_720s.175.20100917_000000_TAI.magnetogram.fits,0
175,2010-09-17 12:00:00,hmi.sharp_cea_720s.175.20100917_120000_TAI.magnetogram.fits,0
175,2010-09-18 00:00:00,hmi.sharp_cea_720s.175.20100918_000000_TAI.magnetogram.fits,0
175,2010-09-18 12:00:00,hmi.sharp_cea_720s.175.20100918_120000_TAI.magnetogram.fits,0
175,2010-09-19 00:00:00,hmi.sharp_cea_720s.175.20100919_000000_TAI.magnetogram.fits,0
175,2010-09-19 12:00:00,hmi.sharp_cea_720s.175.20100919_120000_TAI.magnetogram.fits,0
175,2010-09-20 00:00:00,hmi.sharp_cea_720s.175.20100920_000000_TAI.magnetogram.fits,0
175,2010-09-20 12:00:00,hmi.sharp_cea_720s.175.20100920_120000_TAI.magnetogram.fits,0
182,2010-09-15 00:00:00,hmi.sharp_cea_720s.182.20100915_000000_TAI.magnetogram.fits,0
185,2010-09-15 00:00:00,hmi.sharp_cea_720s.185.20100915_000000_TAI.magnetogram.fits,0
185,2010-09-15 12:00:00,hmi.sharp_cea_720s.185.20100915_120000_TAI.magnetogram.fits,0
185,2010-09-16 00:00:00,hmi.sharp_cea_720s.185.20100916_000000_TAI.magnetogram.fits,0
185,2010-09-16 12:00:00,hmi.sharp_cea_720s.185.20100916_120000_TAI.magnetogram.fits,0
185,2010-09-17 00:00:00,hmi.sharp_cea_720s.185.20100917_000000_TAI.magnetogram.fits,0
185,2010-09-17 12:00:00,hmi.sharp_cea_720s.185.20100917_120000_TAI.magnetogram.fits,0
185,2010-09-18 00:00:00,hmi.sharp_cea_720s.185.20100918_000000_TAI.magnetogram.fits,0
185,2010-09-18 12:00:00,hmi.sharp_cea_720s.185.20100918_120000_TAI.magnetogram.fits,0
185,2010-09-19 00:00:00,hmi.sharp_cea_720s.185.20100919_000000_TAI.magnetogram.fits,0
187,2010-09-20 00:00:00,hmi.sharp_cea_720s.187.20100920_000000_TAI.magnetogram.fits,0
187,2010-09-20 12:00:00,hmi.sharp_cea_720s.187.20100920_120000_TAI.magnetogram.fits,0
187,2010-09-21 00:00:00,hmi.sharp_cea_720s.187.20100921_000000_TAI.magnetogram.fits,0
187,2010-09-21 12:00:00,hmi.sharp_cea_720s.187.20100921_120000_TAI.magnetogram.fits,0
187,2010-09-22 00:00:00,hmi.sharp_cea_720s.187.20100922_000000_TAI.magnetogram.fits,0
187,2010-09-22 12:00:00,hmi.sharp_cea_720s.187.20100922_120000_TAI.magnetogram.fits,0
187,2010-09-23 00:00:00,hmi.sharp_cea_720s.187.20100923_000000_TAI.magnetogram.fits,0
187,2010-09-23 12:00:00,hmi.sharp_cea_720s.187.20100923_120000_TAI.magnetogram.fits,0
187,2010-09-24 00:00:00,hmi.sharp_cea_720s.187.20100924_000000_TAI.magnetogram.fits,0
187,2010-09-24 12:00:00,hmi.sharp_cea_720s.187.20100924_120000_TAI.magnetogram.fits,0
187,2010-09-25 00:00:00,hmi.sharp_cea_720s.187.20100925_000000_TAI.magnetogram.fits,0
187,2010-09-25 12:00:00,hmi.sharp_cea_720s.187.20100925_120000_TAI.magnetogram.fits,0
187,2010-09-26 00:00:00,hmi.sharp_cea_720s.187.20100926_000000_TAI.magnetogram.fits,0
187,2010-09-26 12:00:00,hmi.sharp_cea_720s.187.20100926_120000_TAI.magnetogram.fits,0
187,2010-09-27 00:00:00,hmi.sharp_cea_720s.187.20100927_000000_TAI.magnetogram.fits,0
187,2010-09-27 12:00:00,hmi.sharp_cea_720s.187.20100927_120000_TAI.magnetogram.fits,0
187,2010-09-28 00:00:00,hmi.sharp_cea_720s.187.20100928_000000_TAI.magnetogram.fits,0
187,2010-09-28 12:00:00,hmi.sharp_cea_720s.187.20100928_120000_TAI.magnetogram.fits,0
187,2010-09-29 00:00:00,hmi.sharp_cea_720s.187.20100929_000000_TAI.magnetogram.fits,0
187,2010-09-29 12:00:00,hmi.sharp_cea_720s.187.20100929_120000_TAI.magnetogram.fits,0
187,2010-09-30 00:00:00,hmi.sharp_cea_720s.187.20100930_000000_TAI.magnetogram.fits,0
187,2010-09-30 12:00:00,hmi.sharp_cea_720s.187.20100930_120000_TAI.magnetogram.fits,0
187,2010-10-01 00:00:00,hmi.sharp_cea_720s.187.20101001_000000_TAI.magnetogram.fits,0
187,2010-10-01 12:00:00,hmi.sharp_cea_720s.187.20101001_120000_TAI.magnetogram.fits,0
187,2010-10-02 00:00:00,hmi.sharp_cea_720s.187.20101002_000000_TAI.magnetogram.fits,0
187,2010-10-02 12:00:00,hmi.sharp_cea_720s.187.20101002_120000_TAI.magnetogram.fits,0
187,2010-10-03 00:00:00,hmi.sharp_cea_720s.187.20101003_000000_TAI.magnetogram.fits,0
187,2010-10-03 12:00:00,hmi.sharp_cea_720s.187.20101003_120000_TAI.magnetogram.fits,0
187,2010-10-04 00:00:00,hmi.sharp_cea_720s.187.20101004_000000_TAI.magnetogram.fits,0
187,2010-10-04 12:00:00,hmi.sharp_cea_720s.187.20101004_120000_TAI.magnetogram.fits,0
187,2010-10-05 00:00:00,hmi.sharp_cea_720s.187.20101005_000000_TAI.magnetogram.fits,0
190,2010-09-26 00:00:00,hmi.sharp_cea_720s.190.20100926_000000_TAI.magnetogram.fits,0
190,2010-09-26 12:00:00,hmi.sharp_cea_720s.190.20100926_120000_TAI.magnetogram.fits,0
190,2010-09-27 00:00:00,hmi.sharp_cea_720s.190.20100927_000000_TAI.magnetogram.fits,0
190,2010-09-27 12:00:00,hmi.sharp_cea_720s.190.20100927_120000_TAI.magnetogram.fits,0
190,2010-09-28 00:00:00,hmi.sharp_cea_720s.190.20100928_000000_TAI.magnetogram.fits,0
